,,[预订]【合肥天诚】 经络贴（原天润痛贴） （4贴）-合肥天诚药业,818医药网 > 医疗器械 > 家庭护理 > 风湿骨痛 > 【合肥天诚】 经络贴（原天润痛贴） （4贴）,818医药网,
,,【通化万通】 万通筋骨贴 （6贴 ）-通化万通药业,818医药网 > 医疗器械 > 家庭护理 > 风湿骨痛 > 【通化万通】 万通筋骨贴 （6贴 ）,818医药网,通化万通
,,[预订]【津丰】 麝香止痛贴膏 (6片装)-荆州市津奉药业,818医药网 > 中西药品 > 风湿骨痛 > 风湿病 > 【津丰】 麝香止痛贴膏 (6片装),818医药网,
,,【依尔松】 双氯芬酸钠缓释片(Ⅰ) （10片装）-上海复旦复华药业,818医药网 > 中西药品 > 风湿骨痛 > 风湿病 > 【依尔松】 双氯芬酸钠缓释片(Ⅰ) （10片装）,818医药网,依尔松
,,【卫京】 颈腰康胶囊 （40粒装）-通化卫京药业,818医药网 > 中西药品 > 风湿骨痛 > 颈椎病 > 【卫京】 颈腰康胶囊 （40粒装）,818医药网,卫京
,,[预订]【罗浮山】麝香祛风湿油（12克装）-广东罗浮山国药,818医药网 > 中西药品 > 风湿骨痛 > 风湿病 > 【罗浮山】麝香祛风湿油（12克装）,818医药网,罗浮山
,,【尤诺】 苯溴马隆片 (10片装)-常州康普药业,818医药网 > 中西药品 > 风湿骨痛 > 痛风 > 【尤诺】 苯溴马隆片 (10片装),818医药网,尤诺
,,【颐圣】 腰息痛胶囊 (24粒装)-山西黄河中药,818医药网 > 中西药品 > 风湿骨痛 > 风湿病 > 【颐圣】 腰息痛胶囊 (24粒装),818医药网,颐圣
1016001007,食品饮料、保健食品|地方特产|华中地区,[预订]【飞鸽牌】 代温灸膏 （12贴装）-湖南飞鸽药业,818医药网 > 中西药品 > 风湿骨痛 > 风湿病 > 【飞鸽牌】 代温灸膏 （12贴装）,818医药网,
,,【同济堂】 仙灵骨葆胶囊 （40粒装）-贵州同济堂制药,818医药网 > 中西药品 > 风湿骨痛 > 骨质疏松 > 【同济堂】 仙灵骨葆胶囊 （40粒装）,818医药网,仙灵骨葆
